name,id,code,shortName,Indicator,formName,domainType,valueType,aggregationoperator,fieldMask,categoryCombo.id,class,data,type,Inverse
[GC7/T-TNT/RSSH/HFS-1/COMMENT/COVERAGE] Percentage of public financial management system components used for grant financial management,EdBmYgiu3WX,GC7/T-TNT/COMMENT/HFS-1/COMMENT/COVERAGE,GC7/T-TNT/COMMENT/HFS-1/COMMENT/COVERAGE,Percentage of public financial management system components used for grant financial management,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Program,Comment,RSSH,No
[GC7/T-TNT/RSSH/HFS-1/RESULT/COVERAGE] Percentage of public financial management system components used for grant financial management,JsADwFdhYPU,GC7/T-TNT/RESULT/HFS-1/RESULT/COVERAGE,GC7/T-TNT/RESULT/HFS-1/RESULT/COVERAGE,Percentage of public financial management system components used for grant financial management,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Result,RSSH,No
[GC7/T-TNT/RSSH/HFS-1/TARGET/COVERAGE] Percentage of public financial management system components used for grant financial management,DdKkxXkbdbB,GC7/T-TNT/TARGET/HFS-1/TARGET/COVERAGE,GC7/T-TNT/TARGET/HFS-1/TARGET/COVERAGE,Percentage of public financial management system components used for grant financial management,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Target,RSSH,No
[GC7/T-TNT/RSSH/HFS-2/COMMENT/COVERAGE] Percentage of the government budget allocated to health,BIw9cBlHAJl,GC7/T-TNT/COMMENT/HFS-2/COMMENT/COVERAGE,GC7/T-TNT/COMMENT/HFS-2/COMMENT/COVERAGE,Percentage of the government budget allocated to health,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Program,Comment,RSSH,No
[GC7/T-TNT/RSSH/HFS-2/RESULT/COVERAGE] Percentage of the government budget allocated to health,uVbODo3BFZk,GC7/T-TNT/RESULT/HFS-2/RESULT/COVERAGE,GC7/T-TNT/RESULT/HFS-2/RESULT/COVERAGE,Percentage of the government budget allocated to health,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Result,RSSH,No
[GC7/T-TNT/RSSH/HFS-2/TARGET/COVERAGE] Percentage of the government budget allocated to health,PvCofx6irmX,GC7/T-TNT/TARGET/HFS-2/TARGET/COVERAGE,GC7/T-TNT/TARGET/HFS-2/TARGET/COVERAGE,Percentage of the government budget allocated to health,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Target,RSSH,No
[GC7/T-TNT/RSSH/HPM-1/COMMENT/COVERAGE] LMIS Reporting Rate - Percentage of all health facilities that are required to report that submit an LMIS report to central authority,seLYYdNij0i,GC7/T-TNT/COMMENT/HPM-1/COMMENT/COVERAGE,GC7/T-TNT/COMMENT/HPM-1/COMMENT/COVERAGE,LMIS Reporting Rate - Percentage of all health facilities that are required to report that submit an LMIS report to central authority,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Program,Comment,RSSH,No
[GC7/T-TNT/RSSH/HPM-1/RESULT/COVERAGE] LMIS Reporting Rate - Percentage of all health facilities that are required to report that submit an LMIS report to central authority,PyFsHQPGUfk,GC7/T-TNT/RESULT/HPM-1/RESULT/COVERAGE,GC7/T-TNT/RESULT/HPM-1/RESULT/COVERAGE,LMIS Reporting Rate - Percentage of all health facilities that are required to report that submit an LMIS report to central authority,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Result,RSSH,No
[GC7/T-TNT/RSSH/HPM-1/TARGET/COVERAGE] LMIS Reporting Rate - Percentage of all health facilities that are required to report that submit an LMIS report to central authority,vFoxgWupK3S,GC7/T-TNT/TARGET/HPM-1/TARGET/COVERAGE,GC7/T-TNT/TARGET/HPM-1/TARGET/COVERAGE,LMIS Reporting Rate - Percentage of all health facilities that are required to report that submit an LMIS report to central authority,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Target,RSSH,No
[GC7/T-TNT/RSSH/PP HRH-5/COMMENT/COVERAGE] Percentage of facilities that implement supportive supervision (meeting all key attributes),v0sSlIWUOMs,GC7/T-TNT/COMMENT/RSSH/PP HRH-5/COMMENT/COVERAGE,GC7/T-TNT/COMMENT/RSSH/PP HRH-5/COMMENT/COVERAGE,Percentage of facilities that implement supportive supervision (meeting all key attributes),LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Program,Comment,RSSH,No
[GC7/T-TNT/RSSH/PP HRH-5/RESULT/COVERAGE] Percentage of facilities that implement supportive supervision (meeting all key attributes),QkcAe8pq8Cq,GC7/T-TNT/RESULT/RSSH/PP HRH-5/RESULT/COVERAGE,GC7/T-TNT/RESULT/RSSH/PP HRH-5/RESULT/COVERAGE,Percentage of facilities that implement supportive supervision (meeting all key attributes),NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Result,RSSH,No
[GC7/T-TNT/RSSH/PP HRH-5/TARGET/COVERAGE] Percentage of facilities that implement supportive supervision (meeting all key attributes),XfcQN4JR8lc,GC7/T-TNT/TARGET/RSSH/PP HRH-5/TARGET/COVERAGE,GC7/T-TNT/TARGET/RSSH/PP HRH-5/TARGET/COVERAGE,Percentage of facilities that implement supportive supervision (meeting all key attributes),NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Target,RSSH,No
[GC7/T-TNT/RSSH/PP HRH-7/COMMENT/COVERAGE] Percentage of facilities providing patient-centered quality of care,SrrmZLkiU4x,GC7/T-TNT/COMMENT/RSSH/PP HRH-7/COMMENT/COVERAGE,GC7/T-TNT/COMMENT/RSSH/PP HRH-7/COMMENT/COVERAGE,Percentage of facilities providing patient-centered quality of care,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Program,Comment,RSSH,No
[GC7/T-TNT/RSSH/PP HRH-7/RESULT/COVERAGE] Percentage of facilities providing patient-centered quality of care,YNq2V4fE0FA,GC7/T-TNT/RESULT/RSSH/PP HRH-7/RESULT/COVERAGE,GC7/T-TNT/RESULT/RSSH/PP HRH-7/RESULT/COVERAGE,Percentage of facilities providing patient-centered quality of care,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Result,RSSH,No
[GC7/T-TNT/RSSH/PP HRH-7/TARGET/COVERAGE] Percentage of facilities providing patient-centered quality of care,mBqjD4UDihH,GC7/T-TNT/TARGET/RSSH/PP HRH-7/TARGET/COVERAGE,GC7/T-TNT/TARGET/RSSH/PP HRH-7/TARGET/COVERAGE,Percentage of facilities providing patient-centered quality of care,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Target,RSSH,No
[GC7/T-TNT/RSSH/PP LAB-1/COMMENT/COVERAGE] Percentage of laboratories accredited according to ISO15189 standard or achieving at least four stars towards accreditation or two-star incremental improvement,uIrut8LKHdD,GC7/T-TNT/COMMENT/RSSH/PP LAB-1/COMMENT/COVERAGE,GC7/T-TNT/COMMENT/RSSH/PP LAB-1/COMMENT/COVERAGE,Percentage of laboratories accredited according to ISO15189 standard or achieving at least four stars towards accreditation or two-star incremental improvement,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Program,Comment,RSSH,No
[GC7/T-TNT/RSSH/PP LAB-1/RESULT/COVERAGE] Percentage of laboratories accredited according to ISO15189 standard or achieving at least four stars towards accreditation or two-star incremental improvement,H09TraA6Rz9,GC7/T-TNT/RESULT/RSSH/PP LAB-1/RESULT/COVERAGE,GC7/T-TNT/RESULT/RSSH/PP LAB-1/RESULT/COVERAGE,Percentage of laboratories accredited according to ISO15189 standard or achieving at least four stars towards accreditation or two-star incremental improvement,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Result,RSSH,No
[GC7/T-TNT/RSSH/PP LAB-1/TARGET/COVERAGE] Percentage of laboratories accredited according to ISO15189 standard or achieving at least four stars towards accreditation or two-star incremental improvement,i6lpmf0eMkj,GC7/T-TNT/TARGET/RSSH/PP LAB-1/TARGET/COVERAGE,GC7/T-TNT/TARGET/RSSH/PP LAB-1/TARGET/COVERAGE,Percentage of laboratories accredited according to ISO15189 standard or achieving at least four stars towards accreditation or two-star incremental improvement,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Target,RSSH,No
[GC7/T-TNT/RSSH/PP LAB-2/COMMENT/COVERAGE] Percentage of molecular diagnostic analyzers achieving at least 85% functionality (ability to test samples) during the reporting period,kg1Bsep2HUK,GC7/T-TNT/COMMENT/RSSH/PP LAB-2/COMMENT/COVERAGE,GC7/T-TNT/COMMENT/RSSH/PP LAB-2/COMMENT/COVERAGE,Percentage of molecular diagnostic analyzers achieving at least 85% functionality (ability to test samples) during the reporting period,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Program,Comment,RSSH,No
[GC7/T-TNT/RSSH/PP LAB-2/RESULT/COVERAGE] Percentage of molecular diagnostic analyzers achieving at least 85% functionality (ability to test samples) during the reporting period,VD87i1xYEHw,GC7/T-TNT/RESULT/RSSH/PP LAB-2/RESULT/COVERAGE,GC7/T-TNT/RESULT/RSSH/PP LAB-2/RESULT/COVERAGE,Percentage of molecular diagnostic analyzers achieving at least 85% functionality (ability to test samples) during the reporting period,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Result,RSSH,No
[GC7/T-TNT/RSSH/PP LAB-2/TARGET/COVERAGE] Percentage of molecular diagnostic analyzers achieving at least 85% functionality (ability to test samples) during the reporting period,JA2U31uoIHl,GC7/T-TNT/TARGET/RSSH/PP LAB-2/TARGET/COVERAGE,GC7/T-TNT/TARGET/RSSH/PP LAB-2/TARGET/COVERAGE,Percentage of molecular diagnostic analyzers achieving at least 85% functionality (ability to test samples) during the reporting period,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Target,RSSH,No
[GC7/T-TNT/RSSH/PP M&E-1/COMMENT/COVERAGE] Completeness of reporting: Percentage of expected monthly reports (for the reporting period) that are actually received,mJPUSjzlBQc,GC7/T-TNT/COMMENT/RSSH/PP M&E-1/COMMENT/COVERAGE,GC7/T-TNT/COMMENT/RSSH/PP M&E-1/COMMENT/COVERAGE,Completeness of reporting: Percentage of expected monthly reports (for the reporting period) that are actually received,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Program,Comment,RSSH,No
[GC7/T-TNT/RSSH/PP M&E-1/RESULT/COVERAGE] Completeness of reporting: Percentage of expected monthly reports (for the reporting period) that are actually received,uvUffww1cxe,GC7/T-TNT/RESULT/RSSH/PP M&E-1/RESULT/COVERAGE,GC7/T-TNT/RESULT/RSSH/PP M&E-1/RESULT/COVERAGE,Completeness of reporting: Percentage of expected monthly reports (for the reporting period) that are actually received,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Result,RSSH,No
[GC7/T-TNT/RSSH/PP M&E-1/TARGET/COVERAGE] Completeness of reporting: Percentage of expected monthly reports (for the reporting period) that are actually received,tEuFv4s4KIw,GC7/T-TNT/TARGET/RSSH/PP M&E-1/TARGET/COVERAGE,GC7/T-TNT/TARGET/RSSH/PP M&E-1/TARGET/COVERAGE,Completeness of reporting: Percentage of expected monthly reports (for the reporting period) that are actually received,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Target,RSSH,No
[GC7/T-TNT/RSSH/PP M&E-2/COMMENT/COVERAGE] Timeliness of reporting: Percentage of submitted monthly reports (for the reporting period) that are received on time per the national guidelines,Av5iFYT9zUy,GC7/T-TNT/COMMENT/RSSH/PP M&E-2/COMMENT/COVERAGE,GC7/T-TNT/COMMENT/RSSH/PP M&E-2/COMMENT/COVERAGE,Timeliness of reporting: Percentage of submitted monthly reports (for the reporting period) that are received on time per the national guidelines,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Program,Comment,RSSH,No
[GC7/T-TNT/RSSH/PP M&E-2/RESULT/COVERAGE] Timeliness of reporting: Percentage of submitted monthly reports (for the reporting period) that are received on time per the national guidelines,JVoDMiDspat,GC7/T-TNT/RESULT/RSSH/PP M&E-2/RESULT/COVERAGE,GC7/T-TNT/RESULT/RSSH/PP M&E-2/RESULT/COVERAGE,Timeliness of reporting: Percentage of submitted monthly reports (for the reporting period) that are received on time per the national guidelines,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Result,RSSH,No
[GC7/T-TNT/RSSH/PP M&E-2/TARGET/COVERAGE] Timeliness of reporting: Percentage of submitted monthly reports (for the reporting period) that are received on time per the national guidelines,lCaUb0zf9x5,GC7/T-TNT/TARGET/RSSH/PP M&E-2/TARGET/COVERAGE,GC7/T-TNT/TARGET/RSSH/PP M&E-2/TARGET/COVERAGE,Timeliness of reporting: Percentage of submitted monthly reports (for the reporting period) that are received on time per the national guidelines,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Target,RSSH,No
[GC7/T-TNT/RSSH/PP O-1/COMMENT/OUTCOME] Systems readiness index for CHWs,jiW0qayQxSK,GC7/T-TNT/COMMENT/RSSH/PP O-1/COMMENT/OUTCOME,GC7/T-TNT/COMMENT/RSSH/PP O-1/COMMENT/OUTCOME,Systems readiness index for CHWs,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Program,Comment,RSSH,No
[GC7/T-TNT/RSSH/PP O-1/RESULT/OUTCOME] Systems readiness index for CHWs,WPNuVB4UmPb,GC7/T-TNT/RESULT/RSSH/PP O-1/RESULT/OUTCOME,GC7/T-TNT/RESULT/RSSH/PP O-1/RESULT/OUTCOME,Systems readiness index for CHWs,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Program,Result,RSSH,No
[GC7/T-TNT/RSSH/PP O-1/TARGET/OUTCOME] Systems readiness index for CHWs,EaAMBIrlymG,GC7/T-TNT/TARGET/RSSH/PP O-1/TARGET/OUTCOME,GC7/T-TNT/TARGET/RSSH/PP O-1/TARGET/OUTCOME,Systems readiness index for CHWs,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Program,Target,RSSH,No
[GC7/T-TNT/Rifapentine/isoniazid 300/300mgs-AMC/RESULT/COMMODITIES] Rifapentine/isoniazid 300/300mgs AMC,VHjmDZfO4zp,GC7/T-TNT/Rifapentine/isoniazid 300/300mgs-AMC/RES,GC7/T-TNT/Rifapentine/isoniazid 300/300mgs-AMC/RES,Rifapentine/isoniazid 300/300mgs AMC,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Products,Result,,No
[GC7/T-TNT/Rifapentine/isoniazid 300/300mgs-BAL/RESULT/COMMODITIES] Rifapentine/isoniazid 300/300mgs Ending Balance,p9qxV4kdw0U,GC7/T-TNT/Rifapentine/isoniazid 300/300mgs-BAL/RES,GC7/T-TNT/Rifapentine/isoniazid 300/300mgs-BAL/RES,Rifapentine/isoniazid 300/300mgs Ending Balance,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Products,Result,,No
[GC7/T-TNT/Rifapentine/isoniazid 300/300mgs-PROC/RESULT/COMMODITIES] Rifapentine/isoniazid 300/300mgs Under Procurement,GZlpYWUUQOA,GC7/T-TNT/Rifapentine/isoniazid 300/300mgs-PROC/RE,GC7/T-TNT/Rifapentine/isoniazid 300/300mgs-PROC/RE,Rifapentine/isoniazid 300/300mgs Under Procurement,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Products,Result,,No
[GC7/T-TNT/Rifapentine/isoniazid 300/300mgs-SOR-D/RESULT/COMMODITIES] Rifapentine/isoniazid 300/300mgs SOR - Denominator,Nrev8UFxKSS,GC7/T-TNT/Rifapentine/isoniazid 300/300mgs-SOR-D/R,GC7/T-TNT/Rifapentine/isoniazid 300/300mgs-SOR-D/R,Rifapentine/isoniazid 300/300mgs SOR - Denominator,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Products,Result,,No
[GC7/T-TNT/Rifapentine/isoniazid 300/300mgs-SOR-N/RESULT/COMMODITIES] Rifapentine/isoniazid 300/300mgs SOR - Numerator,bnuG4zctJEb,GC7/T-TNT/Rifapentine/isoniazid 300/300mgs-SOR-N/R,GC7/T-TNT/Rifapentine/isoniazid 300/300mgs-SOR-N/R,Rifapentine/isoniazid 300/300mgs SOR - Numerator,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Products,Result,,No
[GC7/T-TNT/Rifapentine/isoniazid 300/300mgs/COMMENT/COMMODITIES] Rifapentine/isoniazid 300/300mgs Comments,pYYCnl2T3Pd,GC7/T-TNT/Rifapentine/isoniazid 300/300mgs/COMMENT,GC7/T-TNT/Rifapentine/isoniazid 300/300mgs/COMMENT,Rifapentine/isoniazid 300/300mgs Comments,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Products,Comment,,No
"[GC7/T-TNT/TB I-2/COMMENT/IMPACT] TB incidence rate per 100,000 population",ftoxaP1yabr,GC7/T-TNT/COMMENT/TB I-2/COMMENT/IMPACT,GC7/T-TNT/COMMENT/TB I-2/COMMENT/IMPACT,"TB incidence rate per 100,000 population",LONG_TEXT,AGGREGATE,LONG_TEXT,,Inverse,bjDvmb4bfuf,Program,Comment,Impact,No
"[GC7/T-TNT/TB I-2/RESULT/IMPACT] TB incidence rate per 100,000 population",uH4gviGpQkW,GC7/T-TNT/RESULT/TB I-2/RESULT/IMPACT,GC7/T-TNT/RESULT/TB I-2/RESULT/IMPACT,"TB incidence rate per 100,000 population",NUMBER,AGGREGATE,NUMBER,,Inverse,bjDvmb4bfuf,Program,Result,Impact,No
"[GC7/T-TNT/TB I-2/TARGET/IMPACT] TB incidence rate per 100,000 population",uUhaLkSVCyJ,GC7/T-TNT/TARGET/TB I-2/TARGET/IMPACT,GC7/T-TNT/TARGET/TB I-2/TARGET/IMPACT,"TB incidence rate per 100,000 population",NUMBER,AGGREGATE,NUMBER,,Inverse,bjDvmb4bfuf,Program,Target,Impact,No
"[GC7/T-TNT/TB I-3/COMMENT/IMPACT] TB mortality rate per 100,000 population",XFar3phwWAG,GC7/T-TNT/COMMENT/TB I-3/COMMENT/IMPACT,GC7/T-TNT/COMMENT/TB I-3/COMMENT/IMPACT,"TB mortality rate per 100,000 population",LONG_TEXT,AGGREGATE,LONG_TEXT,,Inverse,bjDvmb4bfuf,Program,Comment,Impact,No
"[GC7/T-TNT/TB I-3/RESULT/IMPACT] TB mortality rate per 100,000 population",XeXgPBTA1T4,GC7/T-TNT/RESULT/TB I-3/RESULT/IMPACT,GC7/T-TNT/RESULT/TB I-3/RESULT/IMPACT,"TB mortality rate per 100,000 population",NUMBER,AGGREGATE,NUMBER,,Inverse,bjDvmb4bfuf,Program,Result,Impact,No
"[GC7/T-TNT/TB I-3/TARGET/IMPACT] TB mortality rate per 100,000 population",BCcaax1X8li,GC7/T-TNT/TARGET/TB I-3/TARGET/IMPACT,GC7/T-TNT/TARGET/TB I-3/TARGET/IMPACT,"TB mortality rate per 100,000 population",NUMBER,AGGREGATE,NUMBER,,Inverse,bjDvmb4bfuf,Program,Target,Impact,No
[GC7/T-TNT/TB LAM-AMC/RESULT/COMMODITIES] TB LAM AMC,bx7v0JFvJag,GC7/T-TNT/TB LAM-AMC/RESULT/COMMODITIES,GC7/T-TNT/TB LAM-AMC/RESULT/COMMODITIES,TB LAM AMC,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Products,Result,,No
[GC7/T-TNT/TB LAM-BAL/RESULT/COMMODITIES] TB LAM Ending Balance,XlL3mqz3mP1,GC7/T-TNT/TB LAM-BAL/RESULT/COMMODITIES,GC7/T-TNT/TB LAM-BAL/RESULT/COMMODITIES,TB LAM Ending Balance,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Products,Result,,No
[GC7/T-TNT/TB LAM-COMMENT/COMMENT/COMMODITIES] TB LAM Comments,I5nyM7PyTS5,GC7/T-TNT/TB LAM-COMMENT/COMMENT/COMMODITIES,GC7/T-TNT/TB LAM-COMMENT/COMMENT/COMMODITIES,TB LAM Comments,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Products,Comment,,No
[GC7/T-TNT/TB LAM-PROC/RESULT/COMMODITIES] TB LAM Under Procurement,q5o2WFVHmls,GC7/T-TNT/TB LAM-PROC/RESULT/COMMODITIES,GC7/T-TNT/TB LAM-PROC/RESULT/COMMODITIES,TB LAM Under Procurement,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Products,Result,,No
[GC7/T-TNT/TB LAM-SOR-D/RESULT/COMMODITIES] TB LAM SOR - Denominator,Jy8Mokzg20M,GC7/T-TNT/TB LAM-SOR-D/RESULT/COMMODITIES,GC7/T-TNT/TB LAM-SOR-D/RESULT/COMMODITIES,TB LAM SOR - Denominator,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Products,Result,,No
[GC7/T-TNT/TB LAM-SOR-N/RESULT/COMMODITIES] TB LAM SOR - Numerator,XzPNrGAKLXx,GC7/T-TNT/TB LAM-SOR-N/RESULT/COMMODITIES,GC7/T-TNT/TB LAM-SOR-N/RESULT/COMMODITIES,TB LAM SOR - Numerator,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Products,Result,,No
"[GC7/T-TNT/TB O - 1 Other 1/COMMENT/OUTCOME] Number of patients under 15yrs with all forms of TB notified (i.e., bacteriologically confirmed + clinically diagnosed); *includes only those with new and relapse TB",lkMlJILVhFB,GC7/T-TNT/COMMENT/TB O - 1 Other 1/COMMENT/OUTCOME,GC7/T-TNT/COMMENT/TB O - 1 Other 1/COMMENT/OUTCOME,"Number of patients under 15yrs with all forms of TB notified (i.e., bacteriologically confirmed + clinically diagnosed); *includes only those with new and relapse TB",LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Program,Comment,Outcome,No
"[GC7/T-TNT/TB O - 1 Other 1/RESULT/OUTCOME] Number of patients under 15yrs with all forms of TB notified (i.e., bacteriologically confirmed + clinically diagnosed); *includes only those with new and relapse TB",vKHAH1ZZhoJ,GC7/T-TNT/RESULT/TB O - 1 Other 1/RESULT/OUTCOME,GC7/T-TNT/RESULT/TB O - 1 Other 1/RESULT/OUTCOME,"Number of patients under 15yrs with all forms of TB notified (i.e., bacteriologically confirmed + clinically diagnosed); *includes only those with new and relapse TB",NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Program,Result,Outcome,No
"[GC7/T-TNT/TB O - 1 Other 1/TARGET/OUTCOME] Number of patients under 15yrs with all forms of TB notified (i.e., bacteriologically confirmed + clinically diagnosed); *includes only those with new and relapse TB",xa9X9NdNqP8,GC7/T-TNT/TARGET/TB O - 1 Other 1/TARGET/OUTCOME,GC7/T-TNT/TARGET/TB O - 1 Other 1/TARGET/OUTCOME,"Number of patients under 15yrs with all forms of TB notified (i.e., bacteriologically confirmed + clinically diagnosed); *includes only those with new and relapse TB",NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Program,Target,Outcome,No
"[GC7/T-TNT/TB O - 1 Other 2/COMMENT/OUTCOME] Number of female patients with all forms of TB notified (i.e., bacteriologically confirmed + clinically diagnosed); *includes only those with new and relapse TB",GV7RnsKEGWk,GC7/T-TNT/COMMENT/TB O - 1 Other 2/COMMENT/OUTCOME,GC7/T-TNT/COMMENT/TB O - 1 Other 2/COMMENT/OUTCOME,"Number of female patients with all forms of TB notified (i.e., bacteriologically confirmed + clinically diagnosed); *includes only those with new and relapse TB",LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Program,Comment,Outcome,No
"[GC7/T-TNT/TB O - 1 Other 2/RESULT/OUTCOME] Number of female patients with all forms of TB notified (i.e., bacteriologically confirmed + clinically diagnosed); *includes only those with new and relapse TB",g3SGPHlIpHC,GC7/T-TNT/RESULT/TB O - 1 Other 2/RESULT/OUTCOME,GC7/T-TNT/RESULT/TB O - 1 Other 2/RESULT/OUTCOME,"Number of female patients with all forms of TB notified (i.e., bacteriologically confirmed + clinically diagnosed); *includes only those with new and relapse TB",NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Program,Result,Outcome,No
"[GC7/T-TNT/TB O - 1 Other 2/TARGET/OUTCOME] Number of female patients with all forms of TB notified (i.e., bacteriologically confirmed + clinically diagnosed); *includes only those with new and relapse TB",TZE2N8U80zu,GC7/T-TNT/TARGET/TB O - 1 Other 2/TARGET/OUTCOME,GC7/T-TNT/TARGET/TB O - 1 Other 2/TARGET/OUTCOME,"Number of female patients with all forms of TB notified (i.e., bacteriologically confirmed + clinically diagnosed); *includes only those with new and relapse TB",NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Program,Target,Outcome,No
[GC7/T-TNT/TB O-5/COMMENT/OUTCOME] TB treatment coverage: Percentage of patients with new and relapse TB that were notified and treated among the estimated number of incident TB in the same year (all forms of TB - bacteriologicall,eKsbzz1K4vP,GC7/T-TNT/COMMENT/TB O-5/COMMENT/OUTCOME,GC7/T-TNT/COMMENT/TB O-5/COMMENT/OUTCOME,TB treatment coverage: Percentage of patients with new and relapse TB that were notified and treated among the estimated number of incident TB in the same year (all forms of TB - bacteriologically confirmed plus clinically diagnosed,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Program,Comment,Outcome,No
[GC7/T-TNT/TB O-5/RESULT/OUTCOME] TB treatment coverage: Percentage of patients with new and relapse TB that were notified and treated among the estimated number of incident TB in the same year (all forms of TB - bacteriologically,rPDcCZCHPmV,GC7/T-TNT/RESULT/TB O-5/RESULT/OUTCOME,GC7/T-TNT/RESULT/TB O-5/RESULT/OUTCOME,TB treatment coverage: Percentage of patients with new and relapse TB that were notified and treated among the estimated number of incident TB in the same year (all forms of TB - bacteriologically confirmed plus clinically diagnosed,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Program,Result,Outcome,No
[GC7/T-TNT/TB O-5/TARGET/OUTCOME] TB treatment coverage: Percentage of patients with new and relapse TB that were notified and treated among the estimated number of incident TB in the same year (all forms of TB - bacteriologically,Ov2jMnDmDAW,GC7/T-TNT/TARGET/TB O-5/TARGET/OUTCOME,GC7/T-TNT/TARGET/TB O-5/TARGET/OUTCOME,TB treatment coverage: Percentage of patients with new and relapse TB that were notified and treated among the estimated number of incident TB in the same year (all forms of TB - bacteriologically confirmed plus clinically diagnosed,NUMBER,AGGREGATE,NUMBER,,,bjDvmb4bfuf,Program,Target,Outcome,No
[GC7/T-TNT/TB O-7/COMMENT/OUTCOME] Percentage of people diagnosed with TB who experienced self-stigma that inhibited them from seeking and accessing TB services,LiLFZPf8ukW,GC7/T-TNT/COMMENT/TB O-7/COMMENT/OUTCOME,GC7/T-TNT/COMMENT/TB O-7/COMMENT/OUTCOME,Percentage of people diagnosed with TB who experienced self-stigma that inhibited them from seeking and accessing TB services,LONG_TEXT,AGGREGATE,LONG_TEXT,,,bjDvmb4bfuf,Program,Comment,Outcome,No
[GC7/T-TNT/TB O-7/RESULT/OUTCOME] Percentage of people diagnosed with TB who experienced self-stigma that inhibited them from seeking and accessing TB services,wkgcffMK0zr,GC7/T-TNT/RESULT/TB O-7/RESULT/OUTCOME,GC7/T-TNT/RESULT/TB O-7/RESULT/OUTCOME,Percentage of people diagnosed with TB who experienced self-stigma that inhibited them from seeking and accessing TB services,NUMBER,AGGREGATE,PERCENTAGE,,,bjDvmb4bfuf,Program,Result,Outcome,No
